claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
9302,42,F,1,83,101800,1,1,Own,80033,2019-10-22,Tuesday,Local,0,0,29,Broker,0,7878.49,5,Compact,10976.26,blue,1135,0
9303,43,M,1,86,103100,0,1,Rent,50022,2019-05-17,Friday,Local,0,0,44,Phone,0,5244.44,4,Medium,29429.07,blue,1556,0
9304,51,F,1,86,111620,1,1,Rent,50055,2019-10-16,Wednesday,Local,0,0,0,Broker,1,5747.69,5,Medium,31207.44,silver,2347,0
9305,43,F,1,70,103100,1,0,Own,80106,2020-05-02,Saturday,Parking Lot,0,0,20,Broker,1,6776.81,4,Large,19378.21,other,4609,0
9306,32,M,1,59,88300,0,0,Own,80021,2019-04-24,Wednesday,Local,0,0,63,Broker,0,6951.23,4,Large,44866.5,silver,3679,0
9307,67,M,0,72,125255,1,1,Own,85004,2020-07-13,Monday,Local,2,0,1,Broker,0,3235.55,11,Large,11780.1,blue,3248,1
9308,35,F,1,77,92805,0,0,Own,20155,2020-02-08,Saturday,Local,0,1,84,Broker,0,3986.55,5,Medium,15825.2,blue,2596,0
9309,41,M,0,61,100570,0,1,Rent,20105,2019-04-21,Sunday,Parking Lot,2,0,51,Phone,1,11593.18,5,Large,17044.56,silver,3129,0
9310,33,F,1,66,89840,0,1,Own,50012,2019-05-04,Saturday,Parking Lot,0,0,93,Broker,0,3384.21,8,Medium,17657.19,gray,1572,0
9311,53,M,1,92,113555,1,0,Own,20151,2019-09-13,Friday,Parking Lot,0,0,35,Broker,0,6787.68,3,Large,16141.59,blue,3391,0
9312,47,M,1,52,107525,0,0,Rent,80003,2020-09-22,Tuesday,Local,0,0,100,Phone,0,2616.81,4,Medium,16752.8,gray,1964,1
9313,24,F,0,74,73870,1,1,Rent,20155,2019-07-11,Thursday,Local,2,1,90,Online,1,7999.58,2,Compact,15258.94,blue,1126,1
9314,49,F,1,93,109645,1,1,Own,50014,2019-10-21,Monday,Local,2,0,61,Broker,0,5171.69,1,Medium,11712.41,red,1798,0
9315,32,M,0,80,88200,1,1,Own,20146,2019-05-04,Saturday,Local,0,0,54,Broker,1,3417.06,6,Large,11062.56,other,3705,0
9316,36,M,1,57,94225,1,0,Rent,20147,2020-04-21,Tuesday,Parking Lot,0,0,10,Online,1,5321.16,7,Medium,23443.88,gray,1529,0
9317,61,F,1,86,120550,0,1,Own,50011,2020-10-29,Thursday,Parking Lot,0,0,77,Broker,1,4383.41,4,Medium,50946.33,black,2213,0
9318,70,F,0,92,127475,0,0,Rent,15009,2019-10-07,Monday,Local,0,0,93,Broker,0,6873.64,6,Medium,37263.99,silver,2476,1
9319,33,M,1,86,89870,1,0,Rent,15001,2019-04-05,Friday,Parking Lot,0,0,1,Broker,1,3641.73,7,Medium,23098.36,silver,2113,0
9320,35,M,1,82,92880,1,1,Own,20136,2020-08-29,Saturday,Parking Lot,0,0,92,Broker,1,5705.74,8,Medium,16027.19,gray,1854,0
9321,56,F,1,84,116300,1,0,Rent,20158,2019-12-11,Wednesday,Local,2,0,97,Phone,1,3061.31,3,Compact,34018.63,black,1410,1
9322,29,M,0,68,83335,1,0,Rent,85039,2020-08-09,Sunday,Local,0,1,100,Online,1,3746.98,7,Large,42016.52,gray,5605,0
9323,23,F,1,60,71745,1,1,Own,85032,2020-01-27,Monday,Parking Lot,0,0,68,Online,1,6649.67,5,Large,19273.74,white,3385,0
9324,29,F,1,78,83420,1,1,Rent,15021,2019-07-28,Sunday,Parking Lot,0,0,48,Online,1,4695.41,7,Compact,30914.09,silver,1293,0
9325,37,M,1,73,95525,1,0,Own,20102,2019-07-28,Sunday,Parking Lot,0,0,6,Online,0,7583.27,3,Medium,11954.16,other,2308,0
9326,48,M,0,78,108590,0,1,Rent,,2020-04-23,Thursday,Local,0,1,0,Broker,1,3233.89,4,Compact,,white,1463,0
9327,36,F,0,83,94165,0,1,Own,80012,2019-01-14,Monday,Parking Lot,0,0,3,Phone,0,6656.78,3,Medium,21638.73,silver,1984,0
9328,35,F,0,77,92735,1,1,Own,85030,2020-07-01,Wednesday,Local,3,0,52,Broker,1,6125.40,6,Medium,13471.1,white,2136,1
9329,46,F,1,79,106400,1,1,Rent,50054,2019-01-27,Sunday,Local,0,0,99,Broker,1,5307.49,6,Large,49623.12,gray,4341,0
9330,24,M,0,63,73890,1,0,Own,50050,2019-12-03,Tuesday,Highway,1,0,34,Online,1,9194.41,6,Medium,14805.14,silver,1849,0
9331,59,F,1,91,118885,1,0,Rent,80015,2020-08-03,Monday,Local,0,0,1,Phone,0,5547.24,2,Medium,33187.59,gray,2549,0
9332,52,F,0,96,112615,1,1,Rent,50039,2020-07-27,Monday,Parking Lot,0,0,49,Broker,1,6638.47,7,Medium,49713.14,gray,1846,0
9333,45,F,1,89,105375,1,1,Rent,15028,2019-03-22,Friday,Highway,3,1,1,Broker,1,5113.21,8,Large,23833.17,blue,4007,1
9334,48,F,1,89,108525,1,0,Own,15001,2020-10-12,Monday,Parking Lot,0,1,99,Broker,1,2580.04,4,Large,14625.96,silver,3275,1
9335,36,F,1,68,94135,1,1,Rent,15035,2020-09-18,Friday,Parking Lot,0,0,81,Broker,0,4189.78,4,Medium,23584.67,red,2125,0
9336,49,M,0,76,109680,0,0,Own,50048,2020-03-20,Friday,Parking Lot,4,0,78,Phone,1,7758.32,5,Medium,24245.51,white,2306,0
9337,41,F,1,80,100710,1,0,Own,20148,2019-04-19,Friday,Parking Lot,0,1,10,Broker,0,3470.45,8,Compact,34740.86,blue,1418,0
9338,24,M,1,79,73830,1,0,Rent,20111,2018-12-01,Saturday,Local,0,0,43,Online,1,3375.00,3,Large,20283.96,blue,3750,0
9339,39,F,,70,98115,1,0,Own,50008,2019-06-12,Wednesday,Local,0,0,51,Broker,1,4717.06,6,Medium,34756.44,other,2094,0
9340,44,F,1,90,104145,1,1,Own,20140,2019-10-07,Monday,Parking Lot,2,0,47,Broker,1,5609.54,8,Medium,35514.44,blue,2920,1
9341,33,M,0,78,89880,0,1,Rent,50022,2020-10-18,Sunday,Local,0,1,59,Broker,1,6623.59,7,Medium,41390.75,silver,1717,0
9342,52,M,0,90,112520,1,0,Own,20138,2018-12-12,Wednesday,Parking Lot,0,0,3,Broker,1,4425.94,3,Large,12205.19,black,3091,0
9343,37,M,1,93,95615,1,0,Rent,50021,2020-06-24,Wednesday,Highway,0,0,96,Broker,1,3329.16,3,Compact,28920.04,silver,1371,0
9344,27,M,1,80,79835,1,0,Rent,20128,2020-10-06,Tuesday,Local,0,0,50,Online,0,1887.19,5,Medium,25239.03,gray,2062,0
9345,45,F,0,68,105380,0,0,Rent,85023,2020-02-24,Monday,Local,1,1,11,Broker,1,3963.68,8,Medium,10697.45,black,2929,0
9346,36,M,1,98,94175,0,0,Rent,50025,2019-05-24,Friday,Highway,5,0,9,Phone,1,1798.98,5,Compact,6955.12,blue,1256,1
9347,44,F,0,86,104285,1,0,Own,50009,2019-10-22,Tuesday,Local,0,0,84,Broker,0,2272.52,5,Medium,21058.84,white,2593,0
9348,69,M,1,56,126610,1,1,Own,85077,2019-05-31,Friday,Parking Lot,0,0,90,Broker,0,10230.04,9,Compact,22290.56,gray,996,0
9349,31,M,1,43,86655,0,0,Own,20152,2019-05-18,Saturday,Parking Lot,1,0,0,Broker,1,3733.25,3,Medium,15298.89,gray,2142,1
9350,43,M,1,79,103060,1,1,Rent,15001,2020-09-29,Tuesday,Local,1,0,44,Broker,1,3368.03,7,Large,31984.07,other,6444,0
9351,39,F,1,68,98195,0,0,Own,20134,2019-03-26,Tuesday,Parking Lot,1,0,45,Online,0,3851.58,4,Medium,40594.45,white,2378,0
9352,64,M,1,89,122980,0,1,Own,85002,2019-04-19,Friday,Parking Lot,0,0,0,Broker,0,4772.23,10,Large,21056.95,other,3231,0
9353,50,M,1,62,110595,,0,Own,80106,2019-01-27,Sunday,Parking Lot,0,0,16,Broker,0,4185.76,10,Medium,9640.24,silver,2146,0
9354,33,M,0,93,89855,1,1,Own,85046,2019-12-29,Sunday,Local,0,0,81,Phone,0,7634.87,1,Medium,15775.6,black,2148,1
9355,59,M,1,69,118885,0,0,Rent,20146,2019-09-01,Sunday,Parking Lot,0,0,99,Phone,1,7404.08,5,Large,339875.48,black,3490,0
9356,39,F,1,78,98195,1,0,Own,50046,2020-05-20,Wednesday,Parking Lot,0,1,15,Broker,1,6459.67,9,Medium,9059.77,white,2360,0
9357,35,M,1,71,92755,0,0,Own,15042,2019-06-07,Friday,Local,1,0,39,Broker,1,3088.65,4,Medium,13891.95,other,2295,1
9358,27,M,1,80,79755,0,1,Rent,85037,2020-01-07,Tuesday,Local,0,0,3,Online,1,11340.11,5,Medium,23823.63,blue,2291,0
9359,50,M,1,46,110565,0,0,Rent,50025,2018-12-04,Tuesday,Parking Lot,0,0,71,Broker,1,4573.41,9,Medium,28899.08,other,1870,0
9360,55,M,1,94,115370,0,0,Rent,20102,2020-08-19,Wednesday,Local,0,0,80,Broker,0,2755.60,4,Compact,11430.7,red,1238,0
9361,99,M,1,97,144800,1,1,Own,15021,2020-07-25,Saturday,Local,2,0,4,Broker,0,4194.26,6,Compact,23684.6,black,1440,0
9362,64,F,0,70,122865,1,1,Rent,50011,2020-08-12,Wednesday,Parking Lot,1,0,4,Phone,0,2454.95,2,Medium,11339.85,red,2711,1
9363,36,M,1,95,94240,0,0,Own,15009,2020-03-01,Sunday,Parking Lot,0,0,99,Online,0,2888.81,4,Medium,40028.75,white,1993,0
9364,45,M,0,85,105425,1,0,Rent,50032,2019-12-28,Saturday,Highway,0,0,97,Phone,1,5450.28,6,Compact,21479.68,gray,1445,0
9365,25,M,0,64,75975,1,1,Rent,15010,2020-01-13,Monday,Local,0,0,35,Online,1,3963.09,5,Large,12281.73,black,3045,0
9366,53,F,1,93,113505,1,0,Own,15021,2020-06-14,Sunday,Local,0,0,8,Phone,0,7029.06,4,Medium,12932.31,gray,1729,0
9367,43,M,1,66,103020,1,0,Rent,80016,2020-08-06,Thursday,Parking Lot,0,0,7,Phone,1,4488.44,4,Medium,10535.33,white,2445,0
9368,40,M,1,69,99475,0,0,Rent,15009,2020-11-16,Monday,Parking Lot,1,0,35,Broker,1,539.93,7,Compact,16496.62,other,1430,1
9369,58,M,1,79,1,1,1,Own,85008,2020-09-01,Tuesday,Local,1,0,84,Broker,1,5589.26,3,Medium,43009.27,blue,2253,0
9370,29,F,0,70,83340,1,1,Own,85045,2019-05-28,Tuesday,Local,1,1,2,Online,1,3860.15,2,Large,7382.35,other,3559,1
9371,60,M,1,92,119710,1,1,Rent,85062,2019-07-22,Monday,Highway,0,0,2,Broker,0,3855.53,3,Medium,24035.73,black,2703,0
9372,49,M,1,55,1,1,0,Rent,20105,2019-09-14,Saturday,Highway,2,0,59,Phone,1,2628.73,5,Large,22695.25,blue,3552,1
9373,53,F,1,81,113525,0,0,Own,20148,2019-10-23,Wednesday,Parking Lot,0,0,46,Phone,0,1638.95,4,Compact,16145.95,gray,1362,1
9374,31,F,1,69,86680,1,1,Own,85070,2019-08-15,Thursday,Local,0,0,60,Phone,1,4024.94,3,Large,56710.22,red,3390,0
9375,51,F,0,74,111555,1,1,Own,20112,2020-03-14,Saturday,Local,0,0,9,Broker,0,10482.03,3,Medium,17432.08,red,2399,0
9376,48,M,1,70,2084950,1,0,Rent,20113,2020-02-09,Sunday,Highway,0,0,97,Phone,1,1877.60,4,Medium,23902.04,blue,1780,0
9377,33,F,1,71,89790,1,1,Rent,85026,2020-08-05,Wednesday,Highway,0,1,45,Online,1,7005.32,9,Medium,28226.51,gray,2784,0
9378,50,M,1,79,110640,1,0,Rent,80021,2020-08-04,Tuesday,Parking Lot,0,0,99,Broker,1,6609.94,7,Medium,18807.34,gray,1903,0
9379,57,F,1,74,117215,1,1,Own,80001,2019-12-13,Friday,Parking Lot,0,0,95,Phone,1,3298.85,4,Medium,36739.26,other,2569,0
9380,49,M,1,59,109585,0,1,Own,50025,2020-05-31,Sunday,Parking Lot,0,0,82,Phone,1,2908.88,6,Large,20157.67,red,3277,0
9381,34,M,1,97,91265,1,0,Own,85003,2020-10-21,Wednesday,Parking Lot,1,1,72,Broker,1,10193.42,5,Large,15122.72,white,4838,0
9382,37,M,1,75,95485,1,0,Own,20153,2020-04-14,Tuesday,Local,0,0,97,Broker,0,8470.48,5,Medium,16189.41,black,2240,0
9383,32,F,1,87,88350,1,0,Own,80023,2019-05-01,Wednesday,Highway,1,0,99,Broker,0,5888.62,2,Medium,50039.56,white,1838,0
9384,35,F,1,96,92730,0,1,Own,15001,2020-02-17,Monday,Local,1,1,50,Broker,1,4048.51,2,Large,31786.27,silver,3458,0
9385,52,M,1,90,112565,1,1,Own,20152,2019-03-24,Sunday,Highway,1,1,86,Broker,1,3419.40,3,Compact,11162.96,blue,984,1
9386,49,M,0,37,109615,0,1,Own,85005,2019-02-08,Friday,Parking Lot,5,0,50,Phone,1,2648.39,5,Medium,41131.99,gray,1570,1
9387,68,F,1,73,125940,1,0,Own,15012,2020-03-26,Thursday,Parking Lot,0,0,3,Broker,1,2046.09,4,Medium,20324.12,silver,2958,0
9388,49,M,1,68,109560,1,0,Rent,20160,2020-06-12,Friday,Local,0,1,95,Phone,0,5568.25,7,Medium,7493.12,white,1881,0
9389,33,M,1,94,89870,1,0,Rent,20132,2020-04-03,Friday,Local,0,0,40,Broker,0,5104.95,6,Medium,40232.68,black,2533,0
9390,47,F,0,80,107555,1,1,Own,15012,2020-07-13,Monday,Highway,0,0,0,Broker,1,6008.24,7,Medium,15921.74,red,2289,1
9391,53,F,1,84,113535,1,1,Own,20140,2019-06-27,Thursday,Parking Lot,0,0,95,Phone,0,6567.21,2,Medium,15442.19,gray,2517,0
9392,62,M,1,61,121330,1,0,Own,,2020-10-14,Wednesday,Local,2,0,63,Broker,1,1346.78,3,Large,55233.56,blue,3776,1
9393,68,M,1,93,125945,1,0,Rent,15025,2019-11-29,Friday,Local,0,0,50,Broker,1,3358.41,12,Medium,9169.07,red,2624,0
9394,47,F,0,75,107550,1,0,Own,15001,2019-07-23,Tuesday,Parking Lot,0,1,57,Phone,0,3287.38,4,Medium,16778.01,black,2864,0
9395,46,F,1,89,106440,0,0,Own,15054,2019-01-31,Thursday,Highway,2,0,13,Broker,0,4416.70,6,Large,5779.38,silver,3317,1
9396,33,F,0,33,89870,0,1,Rent,20108,2020-02-16,Sunday,Parking Lot,2,0,78,Phone,1,4184.79,3,Large,17123.18,blue,3715,1
9397,35,M,1,62,92725,1,1,Own,20111,2018-12-22,Saturday,Local,0,0,20,Phone,0,3373.37,3,Medium,28708.41,red,1806,0
9398,56,F,0,73,2162200,0,1,Rent,20103,2019-08-08,Thursday,Local,0,0,96,Broker,1,5585.31,4,Large,14382.29,red,3727,0
9399,52,M,1,62,112605,0,0,Own,85046,2020-05-27,Wednesday,Parking Lot,0,0,50,Broker,1,4424.70,3,Compact,12896.56,red,1068,0
9400,32,M,1,71,1,0,1,Rent,85077,2019-05-14,Tuesday,Local,0,0,78,Phone,1,5042.19,12,Medium,14126.52,red,1785,0
9401,28,F,0,72,81555,0,0,Rent,85022,2020-10-06,Tuesday,Parking Lot,2,0,10,Online,1,4076.29,8,Large,30381.3,other,4616,1
9402,33,M,0,86,89860,0,1,Rent,20116,2018-12-29,Saturday,Highway,0,0,3,Broker,0,7502.75,6,Large,,white,3133,0
9403,36,M,1,76,94165,0,1,Own,80018,2020-07-17,Friday,Parking Lot,0,0,94,Broker,1,6612.32,5,Medium,16376.49,other,2995,0
9404,36,M,0,76,94195,1,1,Own,20152,2019-07-29,Monday,Highway,1,0,90,Broker,1,5406.12,2,Compact,28096.49,black,1380,0
9405,23,M,0,66,71765,1,1,Rent,50011,2019-06-02,Sunday,Local,0,0,80,Online,0,4538.41,5,Large,11665.22,other,6233,0
9406,55,M,0,82,115310,0,0,Own,50043,2019-11-22,Friday,Highway,0,0,79,Phone,1,3498.71,7,Medium,45836.4,silver,2420,0
9407,36,M,0,78,94185,1,0,Own,80016,2019-12-21,Saturday,Local,0,1,50,Phone,1,7133.13,1,Medium,11210.74,black,2466,0
9408,149,M,0,87,109530,0,0,Rent,50050,2020-06-01,Monday,Parking Lot,2,0,94,Broker,1,3335.42,5,Large,19192.29,other,3043,1
9409,149,F,0,81,109610,0,1,Own,80003,2019-11-23,Saturday,Local,0,1,51,Broker,0,3592.72,6,Compact,23512.36,blue,1436,0
9410,26,F,1,91,77895,1,0,Rent,85066,2019-04-10,Wednesday,Parking Lot,0,1,50,Online,0,4391.41,3,Compact,32271.39,silver,1283,0
9411,65,M,1,78,123630,1,1,Own,80028,2019-04-11,Thursday,Local,0,0,84,Broker,0,6695.13,4,Medium,24638.47,white,2071,0
9412,67,M,1,74,125205,1,0,Rent,15059,2020-11-08,Sunday,Local,0,0,12,Broker,0,2831.25,3,Large,35198.9,gray,3171,0
9413,44,F,1,54,104235,0,0,Rent,20136,2019-03-28,Thursday,Local,0,0,3,Broker,0,4553.21,5,Medium,35964.75,other,1716,0
9414,58,F,1,70,118065,1,0,Rent,20152,2019-08-19,Monday,Local,0,1,11,Phone,1,2947.05,1,Large,32646.47,white,5159,0
9415,25,M,1,80,75965,1,0,Rent,50037,2020-06-08,Monday,Local,2,1,98,Online,1,3723.62,7,Medium,33005.39,blue,1738,1
9416,58,F,1,55,117960,0,0,Own,15001,2019-06-02,Sunday,Parking Lot,0,0,29,Broker,0,3716.76,6,Medium,7571.83,black,2556,0
9417,44,F,0,79,104210,1,1,Rent,15009,2019-09-04,Wednesday,Highway,1,0,78,Phone,0,973.76,9,Medium,17727.51,white,1626,0
9418,35,M,0,58,92860,0,1,Own,15009,2019-02-20,Wednesday,Highway,1,1,38,Broker,1,4606.05,7,Medium,25724.2,silver,2134,1
9419,36,M,1,85,94230,1,0,Own,80016,2020-06-12,Friday,Local,0,0,36,Phone,1,1869.36,2,Medium,36305.34,gray,2284,0
9420,44,M,1,50,104325,1,0,Rent,20139,2020-02-20,Thursday,Local,0,1,96,Online,0,2779.69,2,Medium,3500.78,black,2321,0
9421,30,M,0,59,84970,1,1,Own,50048,2019-03-15,Friday,Other,0,0,89,Broker,0,4039.05,9,Compact,27713.12,white,1428,0
9422,55,M,1,75,115335,1,1,Rent,80102,2019-09-01,Sunday,Local,1,1,38,Broker,0,6058.69,3,Medium,16129.07,other,1642,0
9423,50,M,0,64,110595,1,0,Rent,50047,2019-03-11,Monday,Parking Lot,0,1,70,Broker,1,2434.59,3,Medium,31455.79,white,2020,1
9424,29,F,1,85,83435,0,1,Rent,85070,2020-08-07,Friday,Parking Lot,1,0,7,Online,1,5895.58,5,Medium,33050.36,black,1866,0
9425,27,M,1,91,79930,1,0,Rent,15035,2019-07-31,Wednesday,Local,0,0,55,Online,0,3355.47,3,Medium,2759.65,blue,2504,0
9426,44,M,1,94,104270,1,0,Rent,85074,2019-06-30,Sunday,Local,0,0,50,Broker,0,3938.92,4,Compact,24126.36,white,1347,0
9427,31,F,1,32,86715,1,0,Own,85024,2019-07-08,Monday,Local,0,1,97,Phone,1,4777.37,7,Large,28566.62,silver,3383,0
9428,157,F,1,70,117070,1,1,Rent,80034,2019-09-17,Tuesday,Parking Lot,0,0,94,Broker,0,6203.51,7,Medium,14198.93,black,2958,0
9429,29,M,1,94,83455,0,1,Rent,85067,2019-10-07,Monday,Other,0,0,23,Online,1,2624.16,3,Medium,7257.01,silver,2093,1
9430,55,F,1,67,115380,1,0,Own,80022,2019-03-26,Tuesday,Parking Lot,2,0,6,Phone,1,10204.63,11,Medium,15615.24,black,1635,0
9431,36,M,0,73,94205,1,1,Own,20132,2020-10-22,Thursday,Highway,1,1,0,Phone,1,3697.49,6,Medium,54465.28,blue,2514,1
9432,49,F,1,80,109640,0,1,Rent,80002,2020-10-09,Friday,Parking Lot,1,0,94,Online,1,4247.60,4,Medium,10924.37,gray,2714,1
9433,50,M,1,90,110615,1,0,Rent,15043,2018-12-03,Monday,Highway,1,1,91,Broker,1,2390.74,6,Large,11073.63,white,4294,0
9434,26,F,1,83,77925,1,1,Rent,50001,2020-08-13,Thursday,Local,0,0,2,Online,1,2366.84,5,Compact,31951.56,white,1136,0
9435,38,M,1,60,96965,1,0,Rent,50041,2019-06-16,Sunday,Parking Lot,0,0,50,Phone,1,4873.35,3,Medium,24386.77,red,1923,0
9436,60,M,1,67,119735,0,0,Rent,15032,2019-06-19,Wednesday,Local,0,0,41,Online,0,3231.60,7,Large,10793.45,blue,3426,0
9437,32,M,0,64,88290,1,1,Own,80003,2019-01-05,Saturday,Parking Lot,0,0,97,Phone,0,5188.84,6,Medium,34935.2,silver,1741,0
9438,39,F,1,91,98150,1,1,Own,20137,2020-03-27,Friday,Local,0,0,25,Broker,1,4621.88,5,Medium,29057.66,other,2386,0
9439,45,F,1,89,105235,0,1,Rent,15022,2020-11-24,Tuesday,Parking Lot,0,1,26,Phone,1,5032.81,7,Large,16641.22,other,3417,0
9440,29,F,1,46,83325,1,0,Rent,20149,2020-04-13,Monday,Local,0,1,59,Online,0,5173.74,2,Large,27216.53,silver,3019,0
9441,47,F,1,88,107465,1,1,Own,15042,2019-01-17,Thursday,Local,0,0,93,Phone,1,2607.25,4,Compact,37747.44,other,1478,0
9442,67,M,1,76,125160,1,0,Rent,85026,2020-06-17,Wednesday,Local,3,1,90,Phone,1,3762.06,8,Large,12262.94,blue,3219,0
9443,56,F,1,77,116215,0,1,Rent,15057,2019-10-05,Saturday,Parking Lot,0,1,63,Phone,1,2914.89,5,Medium,9186.09,silver,1559,0
9444,62,M,1,77,121405,1,1,Own,50054,2020-06-12,Friday,Local,0,0,67,Broker,1,2644.62,6,Compact,10793.18,white,987,0
9445,42,F,1,82,101845,1,1,Own,20143,2019-05-03,Friday,Local,0,0,49,Broker,0,5656.36,5,Large,15098.29,gray,3043,0
9446,30,F,1,74,85060,1,1,Rent,80020,2020-10-18,Sunday,Local,0,0,51,Broker,0,3654.05,4,Large,15837.44,gray,3777,0
9447,27,F,0,94,79755,1,1,Rent,85078,2020-06-11,Thursday,Parking Lot,1,0,0,Online,1,2971.91,3,Medium,18736.21,red,2034,1
9448,28,M,1,79,81580,0,0,Rent,80020,2020-08-13,Thursday,Highway,0,1,68,Online,0,6202.67,6,Compact,22145.57,white,1408,0
9449,49,F,1,68,109615,0,1,Own,20160,2020-08-04,Tuesday,Local,0,0,100,Broker,1,8961.62,8,Medium,30602.38,black,1569,0
9450,34,F,0,87,91300,1,1,Rent,15045,2020-02-22,Saturday,Local,0,0,0,Broker,0,5007.36,6,Compact,34679.79,gray,1192,0
9451,42,F,0,90,101905,1,1,Own,80021,2018-12-07,Friday,Other,4,0,4,Broker,1,4545.72,5,Medium,24139.36,gray,1704,1
9452,32,M,1,56,88290,1,1,Own,15038,2019-12-02,Monday,Local,0,0,59,Broker,0,4821.12,9,Medium,20000.64,other,2368,0
9453,44,F,1,87,104200,1,0,Rent,80002,2019-10-21,Monday,Local,0,0,25,Broker,1,2870.48,9,Compact,38271.35,black,1299,0
9454,34,M,1,97,91265,1,1,Own,20115,2020-04-23,Thursday,Highway,0,0,50,Broker,1,5441.35,6,Medium,13527.68,gray,1779,0
9455,65,M,1,49,123680,1,1,Own,80101,2019-11-08,Friday,Other,0,0,51,Online,1,7576.66,6,Medium,26770.26,blue,1934,0
9456,37,M,0,81,95630,1,1,Own,50023,2020-08-08,Saturday,Parking Lot,0,0,96,Phone,0,8038.13,3,Compact,23400.73,gray,1305,0
9457,36,F,1,85,94205,,0,Own,50006,2020-07-16,Thursday,Parking Lot,5,0,0,Broker,1,3645.48,5,Large,23179.06,white,3346,1
9458,44,F,1,91,104175,1,0,Own,15005,2020-07-07,Tuesday,Local,0,1,7,Phone,1,7848.64,8,Large,14233.13,silver,3024,0
9459,37,F,0,53,95470,1,0,Own,15060,2019-03-12,Tuesday,Parking Lot,0,0,50,Broker,1,5391.29,3,Medium,25154.26,gray,2136,0
9460,55,F,1,86,115310,1,1,Own,15014,2020-03-04,Wednesday,Parking Lot,1,0,97,Broker,1,2834.39,9,Compact,24424.35,gray,970,0
9461,26,M,0,78,77975,0,0,Rent,80014,2019-10-18,Friday,Local,0,0,66,Online,0,5406.15,1,Medium,44335.51,black,2759,0
9462,32,F,0,78,88245,1,1,Own,20101,2020-05-18,Monday,Local,0,0,27,Broker,1,1522.47,5,Large,24882.01,blue,5004,1
9463,42,F,1,81,101890,0,0,Own,80041,2019-03-25,Monday,Local,0,0,72,Phone,0,2771.94,5,Compact,7595.89,red,1469,0
9464,59,F,,91,118980,,0,Rent,15031,2019-07-03,Wednesday,Highway,0,0,18,Online,0,7045.04,3,Medium,12830.03,other,1834,0
9465,26,M,0,75,77885,1,1,Rent,15047,2019-02-04,Monday,Parking Lot,0,0,98,Online,1,8940.09,5,Medium,48094.34,red,1633,0
9466,44,F,1,69,104225,0,0,Own,85045,2019-02-18,Monday,Parking Lot,0,0,0,Phone,0,6139.09,5,Medium,50866.49,other,1667,0
9467,43,M,1,78,103115,0,1,Own,20164,2019-08-17,Saturday,Highway,0,0,1,Online,1,6249.54,7,Medium,16829.83,white,2293,0
9468,39,M,1,18,98205,0,1,Rent,20152,2020-08-18,Tuesday,Local,2,0,24,Phone,1,4474.55,8,Large,23119.41,gray,5076,1
9469,26,F,1,91,77845,1,1,Own,50025,2020-02-17,Monday,Local,0,1,91,Broker,1,4947.12,9,Medium,37020.94,gray,1859,0
9470,22,F,1,54,69560,0,0,Own,80015,2019-09-26,Thursday,Local,0,0,99,Online,0,4717.20,8,Medium,44943.41,blue,2523,0
9471,56,M,0,72,116235,1,0,Rent,80027,2018-12-27,Thursday,Parking Lot,0,0,8,Online,0,3161.17,2,Medium,21211.75,red,2528,1
9472,35,F,1,81,92745,1,0,Own,20130,2020-11-28,Saturday,Local,0,0,94,Broker,0,3097.79,4,Large,28543.81,other,3869,0
9473,45,M,0,83,105355,1,0,Own,85072,2019-06-27,Thursday,Local,0,1,100,Broker,1,3451.20,5,Medium,20890.18,silver,2550,0
9474,32,M,1,91,88300,1,0,Rent,15050,2019-04-13,Saturday,Local,6,0,1,Broker,1,7088.56,1,Compact,17225.45,gray,1407,0
9475,20,F,1,79,64810,1,1,Rent,80107,2019-06-11,Tuesday,Local,0,0,20,Online,1,5658.56,3,Large,25601.57,blue,4101,0
9476,53,F,1,69,113410,1,1,Rent,85032,2019-04-08,Monday,Local,0,0,0,Online,0,2021.86,4,Large,7002.04,red,3127,1
9477,36,M,0,88,94215,1,1,Own,15047,2020-04-27,Monday,Parking Lot,0,0,14,Broker,1,4536.40,8,Medium,29283.54,white,1996,0
9478,40,M,1,90,99465,0,0,Rent,85044,2019-10-25,Friday,Local,0,1,50,Online,1,4717.85,4,Medium,7836.84,red,1940,0
9479,47,F,1,67,107550,1,0,Rent,85019,2019-08-12,Monday,Parking Lot,0,0,100,Phone,1,6941.72,5,Medium,28621.03,black,2513,0
9480,50,M,1,50,110595,1,1,Own,15034,2019-12-09,Monday,Highway,3,0,90,Broker,1,5393.18,3,Medium,41393.77,red,1602,1
9481,46,F,1,59,106495,1,1,Rent,80042,2020-10-12,Monday,Local,3,1,59,Phone,1,4218.05,2,Medium,19868.96,silver,1901,0
9482,55,M,0,64,115310,0,1,Rent,20151,2020-09-13,Sunday,Parking Lot,1,0,88,Broker,1,3818.85,6,Medium,23391.49,gray,2106,0
9483,38,M,0,92,96885,1,0,Rent,15034,2020-10-31,Saturday,Local,0,0,59,Phone,1,3927.20,5,Large,27364.91,other,3274,0
